movie_id,genre_id
157336,12
157336,18
157336,878
27205,28
27205,878
27205,12
24428,878
24428,28
24428,12
155,28
155,80
155,53
19995,28
19995,878
19995,12
293660,28
293660,12
293660,35
550,18
550,53
299536,12
299536,28
299536,878
278,18
278,80
680,53
680,80
680,35
13,35
13,18
13,10749
118340,28
118340,878
118340,12
671,12
671,14
1726,28
1726,878
1726,12
603,28
603,878
68718,18
68718,37
299534,12
299534,878
299534,28
475557,80
475557,53
475557,18
120,12
120,14
120,28
597,18
597,10749
122,12
122,14
122,28
106646,80
106646,18
106646,35
11324,18
11324,53
11324,9648
99861,28
99861,12
99861,878
49026,28
49026,80
49026,18
49026,53
16869,18
16869,53
16869,10752
76341,28
76341,12
76341,878
271110,12
271110,28
271110,878
121,12
121,14
121,28
672,12
672,14
284054,28
284054,12
284054,878
150540,16
150540,10751
150540,12
150540,18
150540,35
284052,14
284052,12
284052,28
68721,28
68721,12
68721,878
70160,878
70160,12
70160,28
70160,53
315635,28
315635,12
315635,878
807,80
807,9648
807,53
673,12
673,14
238,18
238,80
283995,878
283995,12
283995,28
1771,28
1771,12
1771,878
272,18
272,80
272,28
10138,12
10138,28
10138,878
11,12
11,28
11,878
10195,12
10195,14
10195,28
22,12
22,14
22,28
634649,28
634649,12
634649,878
674,12
674,14
297761,28
297761,12
297761,14
284053,28
284053,878
284053,35
284053,12
12445,12
12445,14
105,12
105,35
105,878
14160,16
14160,35
14160,10751
14160,12
135397,12
135397,878
135397,53
286217,878
286217,18
286217,12
354912,10751
354912,16
354912,10402
354912,12
98,28
98,18
98,12
245891,28
245891,53
297762,28
297762,12
297762,14
102899,878
102899,12
102899,28
675,12
675,14
767,12
767,14
557,28
557,878
496243,35
496243,53
496243,18
12,16
12,10751
12,12
140607,12
140607,28
140607,878
263115,28
263115,18
263115,878
12444,12
12444,14
10681,16
10681,10751
10681,878
37165,35
37165,18
346364,27
346364,53
346364,18
862,10751
862,35
862,16
862,12
100402,28
100402,12
100402,878
210577,9648
210577,53
210577,18
585,16
585,35
585,10751
585,14
8587,16
8587,10751
8587,18
49051,12
49051,14
49051,28
259316,14
259316,12
329865,18
329865,878
329865,9648
497,14
497,18
497,80
281957,37
281957,18
281957,12
383498,28
383498,35
383498,12
209112,28
209112,12
209112,14
24,28
24,80
694,27
694,53
419430,9648
419430,53
419430,27
9806,28
9806,12
9806,16
9806,10751
808,16
808,35
808,14
808,12
808,10751
1930,28
1930,12
1930,878
2062,16
2062,35
2062,10751
2062,14
77338,18
77338,35
129,16
129,10751
129,14
1891,12
1891,28
1891,878
101299,12
101299,28
101299,878
76338,28
76338,12
76338,14
381288,27
381288,53
269149,16
269149,12
269149,10751
269149,35
18785,35
313369,35
313369,18
313369,10749
198663,28
198663,9648
198663,878
198663,53
205596,36
205596,18
205596,53
205596,10752
274,80
274,53
274,18
329,12
329,878
207703,80
207703,35
207703,28
207703,12
424694,10402
424694,18
1124,18
1124,9648
1124,878
374720,10752
374720,28
374720,18
109445,16
109445,10751
109445,12
109445,14
424,18
424,36
424,10752
324857,16
324857,28
324857,12
324857,878
857,10752
857,18
857,36
335983,878
335983,28
58,12
58,14
58,28
640,18
640,80
429617,28
429617,12
429617,878
240832,28
240832,878
333339,12
333339,28
333339,878
1892,12
1892,28
1892,878
6479,18
6479,878
6479,53
339403,28
339403,80
75656,53
75656,80
299537,28
299537,12
299537,878
244786,18
244786,10402
244786,53
131631,878
131631,12
131631,53
72190,28
72190,27
72190,878
177572,12
177572,10751
177572,16
177572,28
177572,35
558,28
558,12
558,878
348,27
348,878
330459,28
330459,12
330459,878
38,878
38,18
38,10749
181808,12
181808,28
181808,878
49047,878
49047,53
49047,18
77,9648
77,53
127585,28
127585,12
127585,878
1422,18
1422,53
1422,80
49521,28
49521,12
49521,878
120467,35
120467,18
101,80
101,18
101,28
118,12
118,35
118,10751
118,14
37724,28
37724,12
37724,53
20352,16
20352,35
20352,80
20352,878
20352,10751
321612,10751
321612,14
321612,10749
1893,12
1893,28
1893,878
10193,16
10193,10751
10193,35
752,28
752,53
752,878
44214,18
44214,53
44214,27
285,12
285,14
285,28
500,80
500,53
122917,28
122917,12
122917,14
447332,27
447332,18
447332,878
152601,10749
152601,878
152601,18
559,28
559,12
559,878
273248,18
273248,9648
273248,37
335984,878
335984,18
920,16
920,12
920,35
920,10751
137113,28
137113,878
393,28
393,80
393,53
438631,878
438631,12
78,878
78,18
78,53
863,16
863,35
863,10751
1895,12
1895,28
1895,878
1865,12
1865,28
1865,14
324786,18
324786,36
324786,10752
297802,28
297802,12
297802,14
466272,35
466272,18
466272,53
607,28
607,12
607,35
607,878
12155,10751
12155,14
12155,12
1271,28
1271,12
1271,10752
10528,28
10528,12
10528,9648
218,28
218,53
218,878
353486,12
353486,35
353486,14
353486,28
280,28
280,53
280,878
769,18
769,80
10191,14
10191,12
10191,16
10191,10751
8966,14
8966,18
8966,10749
1894,12
1894,28
1894,878
425,16
425,35
425,10751
425,12
102382,28
102382,12
102382,878
76600,28
76600,12
76600,878
324552,28
324552,53
324552,80
264660,18
264660,878
57158,14
57158,12
57158,28
274870,18
274870,10749
274870,878
363088,28
363088,12
363088,878
62177,12
62177,16
62177,10751
62177,14
546554,35
546554,80
546554,9648
637,35
637,18
240,18
240,80
165,12
165,35
165,878
489,18
350,18
350,35
185,878
185,80
246655,878
246655,14
246655,28
162,14
162,18
162,10749
87827,12
87827,18
277834,12
277834,35
277834,10751
277834,16
4922,18
4922,14
4922,10749
102651,14
102651,12
102651,28
102651,10751
102651,10749
260513,28
260513,12
260513,16
260513,10751
64690,18
64690,53
64690,80
85,12
85,28
141052,28
141052,12
141052,878
190859,10752
190859,28
530915,10752
530915,18
530915,36
194662,18
194662,35
49538,28
49538,878
49538,12
809,16
809,35
809,10751
809,14
809,10749
103,80
103,18
68726,28
68726,878
68726,12
157350,28
157350,12
157350,878
141,14
141,18
141,9648
6977,80
6977,53
6977,37
131634,28
131634,12
131634,878
296096,18
296096,10749
70981,878
70981,9648
70981,27
19908,35
19908,27
37799,18
72105,35
72105,14
146233,18
146233,53
146233,80
111,28
111,80
111,18
82690,10751
82690,16
82690,35
82690,12
14,18
228150,10752
228150,18
228150,28
745,9648
745,53
745,18
490132,18
490132,35
490132,36
64682,18
64682,10749
399055,18
399055,14
399055,10749
166426,12
166426,28
166426,14
61791,53
61791,28
61791,18
61791,878
138843,27
138843,53
351286,12
351286,878
351286,53
1724,878
1724,28
1724,12
14161,28
14161,12
14161,878
398818,10749
398818,18
9502,28
9502,16
9502,35
9502,10751
2048,28
2048,878
207,18
372058,16
372058,10749
372058,18
62,878
62,9648
62,12
127380,12
127380,16
127380,10751
73,18
82693,18
82693,35
82693,10749
161,53
161,80
11036,10749
11036,18
771,35
771,10751
38757,16
38757,10751
38757,12
194,35
194,10749
23483,28
23483,80
1359,53
1359,18
1359,80
216015,18
216015,10749
216015,53
562,28
562,53
8358,12
8358,18
1858,12
1858,878
1858,28
119450,878
119450,28
119450,18
119450,53
36657,12
36657,28
36657,878
115,35
115,80
332562,10402
332562,18
332562,10749
49530,28
49530,53
49530,878
414906,80
414906,9648
414906,53
8681,28
8681,53
872585,18
872585,36
812,16
812,10751
812,12
812,14
812,10749
604,12
604,28
604,53
604,878
601,12
601,878
601,10751
93456,16
93456,35
93456,10751
93456,878
76203,18
76203,36
18,878
18,28
18,12
458156,28
458156,53
458156,80
242582,80
242582,18
242582,53
953,12
953,16
953,35
953,10751
36557,12
36557,28
36557,53
1949,80
1949,9648
1949,53
291805,80
291805,53
13223,18
578,27
578,53
578,12
75612,28
75612,878
75612,12
75612,9648
196,12
196,35
196,878
411,12
411,10751
411,14
222935,10749
222935,18
310,14
310,35
600,18
600,10752
1417,14
1417,18
1417,10752
51876,53
51876,9648
51876,878
510,18
508442,16
508442,10751
508442,18
508442,10402
508442,14
629,18
629,80
629,53
338952,14
338952,12
12405,18
12405,10749
62211,16
62211,10751
62211,35
62211,14
854,35
854,14
854,80
854,10749
8844,12
8844,14
8844,10751
497698,28
497698,12
497698,878
45243,35
168259,28
168259,80
168259,53
2080,12
2080,28
2080,878
206647,28
206647,12
206647,53
787,28
787,35
787,18
787,53
84892,18
346698,35
346698,12
346698,14
577922,28
577922,53
577922,878
652,10752
652,28
652,36
580489,878
580489,28
580489,12
197,28
197,18
197,36
197,10752
82992,28
82992,53
82992,80
361743,28
361743,18
4935,14
4935,16
4935,12
293167,28
293167,12
293167,14
343668,28
343668,12
343668,35
343668,80
343668,878
453,18
453,10749
89,12
89,28
211672,10751
211672,16
211672,12
211672,35
266856,18
266856,10749
19913,35
19913,18
19913,10749
64688,28
64688,35
64688,80
294254,878
294254,28
294254,53
294254,12
641,80
641,18
539,27
539,53
539,9648
41154,28
41154,35
41154,878
1593,14
1593,10751
1593,35
59967,28
59967,53
59967,878
58574,28
58574,12
58574,9648
359940,80
359940,18
36658,12
36658,28
36658,878
679,28
679,53
679,878
791373,28
791373,12
791373,14
181812,12
181812,28
181812,878
9799,28
9799,80
9799,53
605,12
605,28
605,53
605,878
502356,10751
502356,35
502356,12
502356,14
502356,16
495764,28
495764,80
337339,28
337339,80
337339,53
56292,28
56292,53
56292,12
420818,12
420818,18
420818,10751
420818,16
301528,10751
301528,35
301528,16
301528,12
10020,10749
10020,10751
10020,16
10020,14
608,28
608,35
608,878
772,35
772,10751
772,12
1402,18
399566,28
399566,878
399566,12
420817,12
420817,14
420817,10749
420817,10751
405774,27
405774,53
405774,18
392044,9648
392044,18
392044,80
13475,878
13475,28
13475,12
602,28
602,12
602,878
82702,14
82702,28
82702,12
82702,16
82702,10751
10674,16
10674,10751
10674,12
453395,14
453395,28
453395,12
283366,12
283366,14
566525,28
566525,12
566525,14
515001,35
515001,10752
515001,18
381284,18
381284,36
110415,28
110415,878
110415,18
262500,28
262500,878
262500,53
627,18
627,80
36668,12
36668,28
36668,878
17654,878
454626,28
454626,878
454626,35
454626,10751
70,18
9479,14
9479,16
9479,10751
950,16
950,10751
950,35
950,12
76170,28
76170,878
76170,12
330457,10751
330457,16
330457,12
330457,35
330457,14
8960,14
8960,28
287947,28
287947,35
287947,14
3933,10749
3933,14
3933,16
568124,16
568124,35
568124,10751
568124,14
423,18
423,10752
5915,12
5915,18
2501,28
2501,9648
2501,53
87,12
87,28
564,12
564,28
564,14
399579,28
399579,878
399579,12
176,27
176,9648
176,80
389,18
