movie_id,title,original_language,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,status,overview
157336,Interstellar,en,2014-11-05,169,165000000.0,746606706.0,73.0452,8.484,40566,Released,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.
27205,Inception,en,2010-07-15,148,160000000.0,839030630.0,55.8497,8.4,39727,Released,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."
24428,The Avengers,en,2012-04-25,143,220000000.0,1518815515.0,72.2515,8.062,38993,Released,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!"
155,The Dark Knight,en,2008-07-16,152,185000000.0,1004558444.0,60.551,8.534,36255,Released,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker."
19995,Avatar,en,2009-12-16,162,237000000.0,2923706026.0,48.1996,7.61,34348,Released,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
293660,Deadpool,en,2016-02-09,108,58000000.0,782837347.0,29.3387,7.625,33003,Released,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life."
550,Fight Club,en,1999-10-15,139,63000000.0,100853753.0,53.7525,8.438,32496,Released,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion."
299536,Avengers: Infinity War,en,2018-04-25,149,300000000.0,2052415039.0,81.4079,8.24,32435,Released,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain."
278,The Shawshank Redemption,en,1994-09-23,142,25000000.0,28341469.0,76.9826,8.727,30915,Released,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope."
680,Pulp Fiction,en,1994-09-10,154,8000000.0,213928762.0,42.035,8.482,30542,Released,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
13,Forrest Gump,en,1994-06-23,142,55000000.0,677387716.0,35.6479,8.464,30101,Released,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him."
118340,Guardians of the Galaxy,en,2014-07-30,121,170000000.0,772776600.0,18.9524,7.907,29995,Released,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser."
671,Harry Potter and the Philosopher's Stone,en,2001-11-16,152,125000000.0,1029374615.0,51.2643,7.901,29907,Released,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame."
1726,Iron Man,en,2008-04-30,126,140000000.0,585174222.0,47.9092,7.664,28431,Released,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
603,The Matrix,en,1999-03-31,136,63000000.0,463517383.0,49.0193,8.253,28322,Released,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth."
68718,Django Unchained,en,2012-12-25,165,100000000.0,425368238.0,49.674,8.193,28315,Released,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner."
299534,Avengers: Endgame,en,2019-04-24,181,356000000.0,2799439100.0,46.6643,8.238,28174,Released,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store."
475557,Joker,en,2019-10-01,122,55000000.0,1078958629.0,30.2147,8.121,28002,Released,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure."
120,The Lord of the Rings: The Fellowship of the Ring,en,2001-12-18,179,93000000.0,871368364.0,44.0875,8.44,27978,Released,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."
597,Titanic,en,1997-12-18,194,200000000.0,2264162353.0,40.8371,7.901,27456,Released,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912."
122,The Lord of the Rings: The Return of the King,en,2003-12-17,201,94000000.0,1118888979.0,51.9941,8.503,26976,Released,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​"
106646,The Wolf of Wall Street,en,2013-12-25,180,100000000.0,407038432.0,29.3281,8.027,26213,Released,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography."
11324,Shutter Island,en,2010-02-14,138,80000000.0,294804195.0,27.5156,8.198,26135,Released,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor."
99861,Avengers: Age of Ultron,en,2015-04-22,141,235000000.0,1405403694.0,43.166,7.276,24704,Released,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure."
49026,The Dark Knight Rises,en,2012-07-17,165,250000000.0,1081041287.0,33.8576,7.797,24633,Released,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy."
16869,Inglourious Basterds,en,2009-08-02,153,70000000.0,321457747.0,28.3515,8.2,24486,Released,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers."
76341,Mad Max: Fury Road,en,2015-05-13,121,150000000.0,378858340.0,31.9112,7.636,24324,Released,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order."
271110,Captain America: Civil War,en,2016-04-27,147,250000000.0,1155046416.0,54.3724,7.45,24252,Released,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies."
121,The Lord of the Rings: The Two Towers,en,2002-12-18,179,79000000.0,926287400.0,39.744,8.424,24251,Released,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard."
672,Harry Potter and the Chamber of Secrets,en,2002-11-13,161,100000000.0,876688482.0,36.0198,7.707,23823,Released,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage."
284054,Black Panther,en,2018-02-13,135,200000000.0,1349926083.0,31.5352,7.364,23701,Released,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war."
150540,Inside Out,en,2015-06-17,95,175000000.0,857611174.0,27.8058,7.907,23679,Released,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home."
284052,Doctor Strange,en,2016-10-25,115,180000000.0,676343174.0,29.1091,7.424,23637,Released,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil."
68721,Iron Man 3,en,2013-04-18,130,200000000.0,1215577205.0,30.8228,6.933,23631,Released,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
70160,The Hunger Games,en,2012-03-12,142,75000000.0,694000000.0,12.2061,7.224,23506,Released,"In a dystopian society where the Capitol forces each district to send two young tributes to fight to the death in a televised spectacle, a girl volunteers to take her sister’s place, setting the stage for a struggle of survival and defiance."
315635,Spider-Man: Homecoming,en,2017-07-05,133,175000000.0,880978185.0,169.0857,7.33,23456,Released,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges."
807,Se7en,en,1995-09-22,127,33000000.0,327311859.0,30.8332,8.381,23431,Released,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case."
673,Harry Potter and the Prisoner of Azkaban,en,2004-05-31,141,130000000.0,789804554.0,34.5564,8.01,23395,Released,Harry Potter's life is in danger once more as dangerous wizard Sirius Black has escaped from Azkaban Prison and is heading to Hogwarts.
238,The Godfather,en,1972-03-14,175,6000000.0,245066411.0,60.1968,8.686,23255,Released,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge."
283995,Guardians of the Galaxy Vol. 2,en,2017-04-25,137,200000000.0,863756051.0,29.0525,7.61,23145,Released,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.
1771,Captain America: The First Avenger,en,2011-07-22,124,140000000.0,370569774.0,19.4135,7.009,22950,Released,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination."
272,Batman Begins,en,2005-06-10,140,150000000.0,374218673.0,27.1225,7.729,22881,Released,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman."
10138,Iron Man 2,en,2010-04-28,124,200000000.0,623933331.0,34.1041,6.855,22617,Released,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies."
11,Star Wars,en,1977-05-25,121,11000000.0,775398007.0,44.3392,8.206,22582,Released,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.
10195,Thor,en,2011-04-21,115,150000000.0,449326618.0,31.515,6.771,22542,Released,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth."
22,Pirates of the Caribbean: The Curse of the Black Pearl,en,2003-07-09,143,140000000.0,655011224.0,30.9756,7.832,22515,Released,"When wily pirate Captain Barbossa seizes Jack Sparrow’s beloved ship, the Black Pearl, and kidnaps the governor’s daughter, Elizabeth Swann, blacksmith Will Turner reluctantly teams up with the unpredictable pirate Jack to rescue her—only to uncover a terrifying curse that turns Barbossa’s crew into the undead."
634649,Spider-Man: No Way Home,en,2021-12-15,148,200000000.0,1921206586.0,438.4757,7.934,22429,Released,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man."
674,Harry Potter and the Goblet of Fire,en,2005-11-16,157,150000000.0,895921036.0,35.8119,7.802,22407,Released,"When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools. Signs of Voldemort's return emerge as Harry's friends help him prepare for the Triwizard Tournament."
297761,Suicide Squad,en,2016-08-03,122,175000000.0,749200054.0,13.7141,5.917,22256,Released,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences."
284053,Thor: Ragnarok,en,2017-10-02,131,180000000.0,855301806.0,34.1805,7.582,22225,Released,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela."
12445,Harry Potter and the Deathly Hallows: Part 2,en,2011-07-12,130,125000000.0,1341511219.0,35.5431,8.081,22204,Released,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills."
105,Back to the Future,en,1985-07-03,116,19000000.0,381109762.0,33.4586,8.327,22077,Released,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985."
14160,Up,en,2009-05-28,96,175000000.0,735103954.0,23.0413,7.961,21882,Released,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life."
135397,Jurassic World,en,2015-06-06,124,150000000.0,1671537444.0,21.0005,6.7,21750,Released,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond."
286217,The Martian,en,2015-09-30,141,108000000.0,631058917.0,53.344,7.705,21539,Released,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive."
354912,Coco,en,2017-10-27,105,175000000.0,814641172.0,33.0417,8.198,21191,Released,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history."
98,Gladiator,en,2000-05-04,155,103000000.0,465516248.0,38.961,8.23,21184,Released,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences."
245891,John Wick,en,2014-10-16,101,20000000.0,86085191.0,18.0565,7.46,21082,Released,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.
297762,Wonder Woman,en,2017-05-30,141,149000000.0,823970682.0,14.9573,7.207,21050,Released,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.
102899,Ant-Man,en,2015-07-14,117,130000000.0,519311965.0,28.4732,7.067,21034,Released,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world."
675,Harry Potter and the Order of the Phoenix,en,2007-07-08,138,150000000.0,938212738.0,30.5437,7.673,21011,Released,"When a new professor's methods leave Hogwarts unprepared to fight the rising tide of evil, Harry teaches students how to defend against the dark arts."
767,Harry Potter and the Half-Blood Prince,en,2009-07-15,153,250000000.0,933959197.0,32.1981,7.682,20996,Released,Dumbledore tries to prepare Harry for the final battle with Voldemort while Death Eaters wreak havoc in both Muggle and Wizard worlds.
557,Spider-Man,en,2002-05-01,121,139000000.0,821708551.0,180.5936,7.339,20991,Released,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man."
496243,Parasite,ko,2019-05-30,133,11363000.0,257591776.0,41.2846,8.489,20989,Released,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident."
12,Finding Nemo,en,2003-05-30,100,94000000.0,940335536.0,32.5563,7.82,20748,Released,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way."
140607,Star Wars: The Force Awakens,en,2015-12-15,136,245000000.0,2068223624.0,22.9491,7.247,20711,Released,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers."
263115,Logan,en,2017-02-28,137,97000000.0,619021436.0,21.7008,7.8,20598,Released,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces."
12444,Harry Potter and the Deathly Hallows: Part 1,en,2010-11-17,146,250000000.0,954305868.0,33.9672,7.734,20584,Released,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever."
10681,WALL·E,en,2008-06-26,98,180000000.0,521311860.0,38.9956,8.118,20570,Released,"After hundreds of years doing what he was built for, WALL•E— a robot designed to clean up the earth—discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen."
37165,The Truman Show,en,1998-06-04,103,60000000.0,264118712.0,28.9987,8.155,20530,Released,"In a picture-perfect seaside town, an insurance salesman begins to realize that his entire existence may be staged and observed by a vast unseen audience as part of a long-running real-time reality TV show."
346364,It,en,2017-09-06,135,35000000.0,719766009.0,13.4174,7.24,20496,Released,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise."
862,Toy Story,en,1995-11-22,81,30000000.0,962301978.0,49.6158,7.984,20254,Released,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences."
100402,Captain America: The Winter Soldier,en,2014-03-20,136,170000000.0,714766572.0,18.3111,7.655,20221,Released,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier."
210577,Gone Girl,en,2014-10-01,149,61000000.0,370890259.0,29.0122,7.89,20167,Released,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
585,"Monsters, Inc.",en,2001-11-01,92,115000000.0,579700000.0,34.1528,7.855,20018,Released,"Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home."
8587,The Lion King,en,1994-06-15,89,45000000.0,763455561.0,32.7361,8.253,19914,Released,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life."
49051,The Hobbit: An Unexpected Journey,en,2012-12-12,169,250000000.0,1021103568.0,21.8184,7.4,19841,Released,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon."
259316,Fantastic Beasts and Where to Find Them,en,2016-11-16,133,180000000.0,809342332.0,19.0023,7.309,19834,Released,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations."
329865,Arrival,en,2016-11-10,116,47000000.0,203388186.0,22.8263,7.631,19618,Released,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat."
497,The Green Mile,en,1999-12-10,189,60000000.0,286801374.0,35.7344,8.5,19533,Released,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution."
281957,The Revenant,en,2015-12-25,157,135000000.0,532950503.0,19.0172,7.541,19513,Released,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling."
383498,Deadpool 2,en,2018-05-15,120,110000000.0,785896632.0,24.4731,7.49,19433,Released,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.
209112,Batman v Superman: Dawn of Justice,en,2016-03-23,152,250000000.0,874362803.0,19.7391,6.008,19182,Released,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before."
24,Kill Bill: Vol. 1,en,2003-10-10,111,30000000.0,180906076.0,22.5986,8.0,19176,Released,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance."
694,The Shining,en,1980-05-23,144,19000000.0,44781695.0,31.6069,8.2,19139,Released,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within."
419430,Get Out,en,2017-02-24,104,4500000.0,255407969.0,25.6277,7.624,19109,Released,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined."
9806,The Incredibles,en,2004-10-27,115,92000000.0,631442092.0,22.8812,7.728,19082,Released,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume."
808,Shrek,en,2001-05-18,90,60000000.0,489676241.0,29.4943,7.774,19048,Released,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."
1930,The Amazing Spider-Man,en,2012-06-23,136,215000000.0,758725893.0,79.0235,6.745,18769,Released,A teenage Peter Parker grapples with both high school and amazing super-human crises as his alter-ego Spider-Man.
2062,Ratatouille,en,2007-06-28,111,150000000.0,623726000.0,32.1613,7.845,18707,Released,"Remy, a rat, possesses a palate far more refined than that of his fellow comrades. He aspires to become a chef, one who creates rather than scavenges. When fate leads him beneath one of Paris's finest restaurants, he forms an unusual alliance with a young kitchen worker to pursue his culinary ambitions. As his double life unfolds, Remy must navigate the suspicions of the calculating Head Chef Skinner, the disapproval of Remy’s own colony, and the foreboding presence of renowned food critic Anton Ego, whose judgment can make or break a chef's legacy."
77338,The Intouchables,fr,2011-11-02,113,13000000.0,426590315.0,27.0574,8.273,18633,Released,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.
129,Spirited Away,ja,2001-07-20,125,19000000.0,274925095.0,33.4002,8.533,18619,Released,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family."
1891,The Empire Strikes Back,en,1980-05-20,124,18000000.0,538400000.0,20.9946,8.393,18619,Released,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair."
